23531,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23617,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23536,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23534,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23504,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23564,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23566,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23563,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23535,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23472,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23535,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23516,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23654,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23565,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23539,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23565,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23372,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23502,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23476,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23569,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23563,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23521,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23538,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23537,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23535,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23521,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23536,1C4,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
23536,1C4,6,36,0,0,0,0,0,247,0,8,0,0,0,0,0,8
23530,1C4,6,101,0,0,0,0,0,56,0,-9,0,0,0,0,0,-9
23740,1C4,6,92,0,0,0,0,0,47,0,-1,0,0,0,0,0,-1
23612,1C4,6,109,0,0,0,0,0,64,0,-2,0,0,0,0,0,-2
