418635,3B6,0,0,1,4,0,0,0,0,0,0,0,-28,0,0,0,0
8393,3B6,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0
556949,3B6,0,0,1,16,0,0,1,0,0,0,0,12,0,0,0,0
25881,3B6,0,0,1,24,0,0,1,0,0,0,0,8,0,0,0,0
97021,3B6,0,0,1,16,0,0,1,0,0,0,0,-8,0,0,0,0
1000600,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000628,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000827,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000394,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000828,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000620,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000627,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000592,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000871,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000377,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000631,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000591,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000621,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000626,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000595,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000617,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
999601,3B6,128,100,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1000617,3B6,128,100,1,16,0,0,117,0,0,0,0,0,0,0,116,0
1000825,3B6,128,100,1,16,0,0,117,0,0,0,0,0,0,0,0,0
1000434,3B6,128,100,1,16,0,0,117,0,0,0,0,0,0,0,0,0
1000592,3B6,128,100,1,16,0,108,117,0,0,0,0,0,0,108,0,0
1001236,3B6,128,100,1,16,0,108,117,0,0,0,0,0,0,0,0,0
1000060,3B6,128,100,1,16,0,108,117,0,0,0,0,0,0,0,8,0
