293973,620,16,0,0,26,128,0,0,128,0,0,0,0,0,0,0,0
168517,620,16,128,0,26,176,0,0,80,0,0,0,0,32,0,0,-48
300999,620,16,0,0,26,176,0,0,80,0,-128,0,0,0,0,0,0
299957,620,16,0,0,26,176,0,0,80,0,0,0,0,0,0,0,0
299199,620,16,0,0,26,176,0,0,80,0,0,0,0,0,0,0,0
300099,620,16,0,0,26,176,0,0,80,0,0,0,0,0,0,0,0
299974,620,16,0,0,26,176,0,0,80,0,0,0,0,0,0,0,0
344975,620,16,0,0,26,176,0,0,80,0,0,0,0,0,0,0,0
299977,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299636,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299978,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299925,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299968,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299909,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
318965,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299977,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
300437,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299977,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299979,620,16,0,0,26,176,0,0,144,0,0,0,0,0,0,0,0
299977,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
300402,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
299977,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
299977,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
319507,620,16,0,0,37,176,0,0,128,0,0,0,0,0,0,0,0
299975,620,16,0,0,35,176,0,0,128,0,0,0,0,0,0,0,0
281036,620,16,0,0,34,176,0,0,128,0,0,0,0,0,0,0,0
299978,620,16,0,0,34,176,0,0,128,0,0,0,0,0,0,0,0
299977,620,16,0,0,27,176,0,0,128,0,0,0,-3,0,0,0,0
280979,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
300468,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
299961,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
300043,620,16,0,0,27,176,0,0,128,0,0,0,1,0,0,0,0
299978,620,16,0,0,27,176,0,0,128,0,0,0,0,0,0,0,0
299382,620,16,0,0,32,176,0,0,128,0,0,0,3,0,0,0,0
299976,620,16,0,0,34,176,0,0,128,0,0,0,0,0,0,0,0
299979,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
299977,620,16,0,0,26,176,0,0,128,0,0,0,0,0,0,0,0
